,id,timeSpentInPark,daysAtPark,numberCheckin,distanceTraveled,numberThrill,numberKiddie,numberEveryone,numberShows,numberInfo
65,1709971.0,111921.0,3.0,41.0,1650.670611734244,19.0,11.0,7.0,4.0,0.0
66,2096121.0,111920.0,3.0,41.0,1650.670611734244,19.0,11.0,7.0,4.0,0.0
67,352086.0,98359.0,3.0,46.0,2166.7163681006114,17.0,13.0,11.0,5.0,0.0
68,1755750.0,98359.0,3.0,46.0,2166.7163681006114,17.0,13.0,11.0,5.0,0.0
69,892578.0,98357.0,3.0,46.0,2166.7163681006114,17.0,13.0,11.0,5.0,0.0
70,1495984.0,98356.0,3.0,46.0,2166.7163681006114,17.0,13.0,11.0,5.0,0.0
71,1999943.0,121657.0,3.0,57.0,2510.9610780717094,30.0,10.0,9.0,8.0,0.0
72,1156815.0,121657.0,3.0,57.0,2510.9610780717094,30.0,10.0,9.0,8.0,0.0
73,1640316.0,121657.0,3.0,57.0,2510.9610780717094,30.0,10.0,9.0,8.0,0.0
74,1453536.0,39841.0,1.0,18.0,775.3674578300195,5.0,3.0,3.0,7.0,0.0
75,1428652.0,39843.0,1.0,18.0,775.3674578300195,5.0,3.0,3.0,7.0,0.0
76,1213563.0,39842.0,1.0,18.0,775.3674578300195,5.0,3.0,3.0,7.0,0.0
77,549068.0,105324.0,3.0,47.0,2051.4190208048476,15.0,10.0,11.0,11.0,0.0
78,117066.0,82752.0,3.0,41.0,1728.416137796603,18.0,5.0,14.0,4.0,0.0
79,1119534.0,82751.0,3.0,41.0,1728.416137796603,18.0,5.0,14.0,4.0,0.0
80,1220077.0,82753.0,3.0,41.0,1728.416137796603,18.0,5.0,14.0,4.0,0.0
81,842645.0,82753.0,3.0,41.0,1728.416137796603,18.0,5.0,14.0,4.0,0.0
82,705880.0,138190.0,3.0,51.0,2245.044115888565,27.0,12.0,7.0,5.0,0.0
83,1085806.0,138189.0,3.0,51.0,2245.044115888565,27.0,12.0,7.0,5.0,0.0
84,1453012.0,138190.0,3.0,51.0,2245.044115888565,27.0,12.0,7.0,5.0,0.0
85,704292.0,74378.0,3.0,28.0,1087.1129962029522,18.0,1.0,2.0,6.0,1.0
86,1402234.0,35556.0,1.0,9.0,245.032923822266,4.0,0.0,1.0,3.0,1.0
87,677612.0,35557.0,1.0,9.0,245.032923822266,4.0,0.0,1.0,3.0,1.0
88,349848.0,30041.0,1.0,17.0,972.1503605321304,10.0,4.0,1.0,2.0,0.0
89,1272536.0,82622.0,3.0,47.0,2179.3877997552854,20.0,13.0,10.0,4.0,0.0
90,43833.0,96137.0,3.0,46.0,2017.734818882349,15.0,16.0,10.0,5.0,0.0
91,1620753.0,96139.0,3.0,46.0,2017.734818882349,15.0,16.0,10.0,5.0,0.0
92,1882651.0,96137.0,3.0,46.0,2017.734818882349,15.0,16.0,10.0,5.0,0.0
93,291511.0,96139.0,3.0,46.0,2017.734818882349,15.0,16.0,10.0,5.0,0.0
94,943291.0,143976.0,3.0,99.0,4417.214086500223,76.0,3.0,15.0,5.0,0.0
95,121980.0,143977.0,3.0,99.0,4417.214086500223,76.0,3.0,15.0,5.0,0.0
96,1916572.0,34122.0,1.0,18.0,798.2568750940345,10.0,4.0,3.0,1.0,0.0
97,1779722.0,94970.0,3.0,39.0,1753.7610398102966,20.0,8.0,7.0,4.0,0.0
98,1715723.0,39691.0,1.0,22.0,904.9458212815016,8.0,8.0,2.0,4.0,0.0
99,41879.0,117780.0,3.0,59.0,2603.006242241052,27.0,16.0,8.0,8.0,0.0
100,525850.0,39691.0,1.0,22.0,904.9458212815016,8.0,8.0,2.0,4.0,0.0
101,84438.0,39693.0,1.0,22.0,904.9458212815016,8.0,8.0,2.0,4.0,0.0
102,1591840.0,38097.0,1.0,20.0,754.6740945198442,7.0,3.0,6.0,4.0,0.0
103,10371.0,111175.0,3.0,46.0,1999.438248865666,17.0,12.0,8.0,9.0,0.0
104,1413244.0,51779.0,1.0,52.0,1730.9113867362626,42.0,1.0,6.0,3.0,0.0
105,1257239.0,51779.0,1.0,52.0,1730.9113867362626,42.0,1.0,6.0,3.0,0.0
106,330141.0,139545.0,3.0,94.0,3489.468307564221,78.0,3.0,9.0,4.0,0.0
107,1382429.0,103070.0,3.0,37.0,1506.486041663238,19.0,7.0,8.0,3.0,0.0
108,1910777.0,103070.0,3.0,36.0,1479.625399398631,18.0,7.0,8.0,3.0,0.0
109,1491001.0,103069.0,3.0,37.0,1506.486041663238,19.0,7.0,8.0,3.0,0.0
110,399477.0,103070.0,3.0,37.0,1506.486041663238,19.0,7.0,8.0,3.0,0.0
111,867873.0,115764.0,3.0,41.0,1664.5428869252926,15.0,11.0,10.0,5.0,0.0
112,922651.0,115766.0,3.0,41.0,1664.5428869252926,15.0,11.0,10.0,5.0,0.0
113,1666428.0,115766.0,3.0,41.0,1664.5428869252926,15.0,11.0,10.0,5.0,0.0
114,277883.0,115766.0,3.0,41.0,1664.5428869252926,15.0,11.0,10.0,5.0,0.0
115,1739582.0,41045.0,1.0,20.0,840.5479732883869,9.0,2.0,6.0,3.0,0.0
116,1288298.0,41045.0,1.0,20.0,840.5479732883869,9.0,2.0,6.0,3.0,0.0
117,614566.0,101090.0,3.0,49.0,2050.0126819166317,24.0,7.0,11.0,7.0,0.0
118,945959.0,41045.0,1.0,20.0,840.5479732883869,9.0,2.0,6.0,3.0,0.0
119,371361.0,102180.0,3.0,44.0,1724.4998931937648,14.0,18.0,8.0,4.0,0.0
120,11269.0,102179.0,3.0,44.0,1724.4998931937648,14.0,18.0,8.0,4.0,0.0
121,408012.0,102182.0,3.0,44.0,1724.4998931937648,14.0,18.0,8.0,4.0,0.0
122,1671980.0,102178.0,3.0,44.0,1724.4998931937648,14.0,18.0,8.0,4.0,0.0
123,1156155.0,57055.0,2.0,24.0,978.7683746491424,10.0,6.0,1.0,7.0,0.0
124,1295908.0,82577.0,3.0,35.0,1681.2136800358112,16.0,9.0,2.0,8.0,0.0
125,646993.0,111898.0,3.0,47.0,1812.772771408522,31.0,7.0,5.0,3.0,1.0
126,175741.0,111898.0,3.0,47.0,1812.772771408522,31.0,7.0,5.0,3.0,1.0
127,1136963.0,111898.0,3.0,47.0,1812.772771408522,31.0,7.0,5.0,3.0,1.0
128,254029.0,38953.0,1.0,23.0,983.9165662702105,13.0,4.0,4.0,2.0,0.0
129,1107890.0,38955.0,1.0,23.0,983.9165662702105,13.0,4.0,4.0,2.0,0.0
130,156268.0,38955.0,1.0,23.0,983.9165662702105,13.0,4.0,4.0,2.0,0.0
131,1106999.0,112237.0,3.0,54.0,2440.1195020166783,27.0,11.0,9.0,7.0,0.0
132,1478594.0,117082.0,3.0,51.0,2464.0765817040397,26.0,12.0,11.0,2.0,0.0
133,615627.0,117081.0,3.0,50.0,2455.569067723266,26.0,11.0,11.0,2.0,0.0
134,1229444.0,111834.0,3.0,48.0,2199.2011617076323,25.0,11.0,6.0,6.0,0.0
135,605020.0,111834.0,3.0,48.0,2199.2011617076323,25.0,11.0,6.0,6.0,0.0
136,1233488.0,111834.0,3.0,48.0,2199.2011617076323,25.0,11.0,6.0,6.0,0.0
137,877394.0,43783.0,1.0,16.0,794.3070998652644,6.0,5.0,2.0,3.0,0.0
138,306076.0,43783.0,1.0,16.0,794.3070998652644,6.0,5.0,2.0,3.0,0.0
139,1086857.0,43782.0,1.0,16.0,794.3070998652644,6.0,5.0,2.0,3.0,0.0
140,705064.0,100028.0,3.0,44.0,2288.837428540723,23.0,10.0,7.0,4.0,0.0
141,1201599.0,37594.0,1.0,23.0,973.6896987690623,12.0,5.0,2.0,4.0,0.0
142,15712.0,98767.0,3.0,53.0,2313.3940337283984,23.0,13.0,10.0,7.0,0.0
143,413328.0,39902.0,1.0,22.0,822.5155450318102,9.0,6.0,3.0,4.0,0.0
144,1058644.0,110064.0,3.0,50.0,2038.431590042585,22.0,13.0,8.0,6.0,1.0
145,555649.0,39902.0,1.0,22.0,822.5155450318102,9.0,6.0,3.0,4.0,0.0
146,173490.0,39902.0,1.0,22.0,822.5155450318102,9.0,6.0,3.0,4.0,0.0
147,331284.0,137743.0,3.0,115.0,5091.023219318912,94.0,3.0,10.0,8.0,0.0
148,668484.0,142122.0,3.0,93.0,4168.540738171221,72.0,3.0,13.0,5.0,0.0
149,1185012.0,137744.0,3.0,115.0,5091.023219318912,94.0,3.0,10.0,8.0,0.0
150,1901189.0,142121.0,3.0,93.0,4168.540738171221,72.0,3.0,13.0,5.0,0.0
151,2065364.0,137743.0,3.0,115.0,5091.023219318912,94.0,3.0,10.0,8.0,0.0
152,1809394.0,94561.0,3.0,38.0,1722.0365760193179,22.0,10.0,1.0,5.0,0.0
153,328117.0,94562.0,3.0,38.0,1722.0365760193179,22.0,10.0,1.0,5.0,0.0
154,1660730.0,94564.0,3.0,38.0,1722.0365760193179,22.0,10.0,1.0,5.0,0.0
155,520054.0,94562.0,3.0,38.0,1722.0365760193179,22.0,10.0,1.0,5.0,0.0
156,1035740.0,81614.0,2.0,55.0,2848.7776556519857,21.0,15.0,13.0,6.0,0.0
157,2050303.0,111522.0,3.0,44.0,1887.8209840315026,16.0,9.0,7.0,12.0,0.0
158,473425.0,72014.0,2.0,24.0,979.8028848054463,8.0,3.0,4.0,9.0,0.0
159,1713815.0,96156.0,3.0,69.0,3589.4769871960675,30.0,19.0,13.0,7.0,0.0
160,314497.0,72014.0,2.0,24.0,979.8028848054463,8.0,3.0,4.0,9.0,0.0
161,624964.0,72014.0,2.0,24.0,979.8028848054463,8.0,3.0,4.0,9.0,0.0
162,1174886.0,81611.0,2.0,55.0,2848.7776556519857,21.0,15.0,13.0,6.0,0.0
163,639466.0,70519.0,2.0,41.0,1650.8866504687242,18.0,13.0,6.0,4.0,0.0
164,1088678.0,96378.0,3.0,51.0,1944.8517945660922,23.0,16.0,7.0,5.0,0.0
165,1201815.0,70521.0,2.0,41.0,1650.8866504687242,18.0,13.0,6.0,4.0,0.0
166,725019.0,70521.0,2.0,41.0,1650.8866504687242,18.0,13.0,6.0,4.0,0.0
167,1323905.0,108430.0,3.0,56.0,2417.214717016562,17.0,16.0,14.0,8.0,1.0
168,1209830.0,83493.0,2.0,39.0,1705.5139958719446,14.0,10.0,8.0,7.0,0.0
169,868222.0,112269.0,3.0,64.0,2814.729556217315,26.0,12.0,19.0,7.0,0.0
170,976932.0,112270.0,3.0,64.0,2814.729556217315,26.0,12.0,19.0,7.0,0.0
171,73832.0,90888.0,2.0,73.0,3409.4363955970307,51.0,2.0,15.0,5.0,0.0
172,1596977.0,135192.0,3.0,97.0,4395.985276500852,68.0,3.0,20.0,6.0,0.0
173,516163.0,115366.0,3.0,74.0,3227.6028897433835,36.0,20.0,15.0,3.0,0.0
174,1087254.0,115366.0,3.0,74.0,3227.6028897433835,36.0,20.0,15.0,3.0,0.0
175,1218201.0,106417.0,3.0,43.0,1933.0877168749514,19.0,9.0,11.0,3.0,1.0
176,570267.0,106417.0,3.0,43.0,1933.0877168749514,19.0,9.0,11.0,3.0,1.0
177,1680353.0,106419.0,3.0,43.0,1933.0877168749514,19.0,9.0,11.0,3.0,1.0
178,1201079.0,73171.0,2.0,34.0,1435.7470929397216,13.0,10.0,5.0,6.0,0.0
179,2066972.0,73169.0,2.0,34.0,1435.7470929397216,13.0,10.0,5.0,6.0,0.0
180,1685011.0,102095.0,3.0,52.0,2277.1520647087605,23.0,13.0,9.0,7.0,0.0
181,20448.0,73170.0,2.0,34.0,1435.7470929397216,13.0,10.0,5.0,6.0,0.0
182,726680.0,89328.0,3.0,57.0,2277.114172008908,28.0,9.0,13.0,7.0,0.0
183,1121586.0,20332.0,1.0,12.0,447.11555384244537,7.0,2.0,1.0,2.0,0.0
184,970012.0,86751.0,2.0,57.0,2249.479382469864,39.0,0.0,15.0,3.0,0.0
185,494254.0,86750.0,2.0,57.0,2249.479382469864,39.0,0.0,15.0,3.0,0.0
186,1261486.0,86751.0,2.0,57.0,2249.479382469864,39.0,0.0,15.0,3.0,0.0
187,1903719.0,86751.0,2.0,57.0,2249.479382469864,39.0,0.0,15.0,3.0,0.0
188,635878.0,20332.0,1.0,12.0,447.11555384244537,7.0,2.0,1.0,2.0,0.0
189,1880065.0,127538.0,3.0,80.0,3104.5819485495517,53.0,0.0,23.0,4.0,0.0
190,1363381.0,32893.0,1.0,13.0,534.270224119859,8.0,1.0,2.0,2.0,0.0
191,1381070.0,125862.0,3.0,91.0,3560.6134401432137,64.0,0.0,23.0,4.0,0.0
192,711301.0,104733.0,3.0,45.0,1870.9075818537322,22.0,9.0,9.0,5.0,0.0
193,857166.0,32895.0,1.0,13.0,534.270224119859,8.0,1.0,2.0,2.0,0.0
194,1611783.0,125862.0,3.0,91.0,3560.6134401432137,64.0,0.0,23.0,4.0,0.0
195,544439.0,29127.0,1.0,14.0,438.79003972644773,5.0,5.0,2.0,2.0,0.0
196,942816.0,83320.0,3.0,39.0,1660.4235669658235,16.0,10.0,5.0,8.0,0.0
197,1642758.0,39469.0,1.0,15.0,659.429466697599,5.0,3.0,3.0,3.0,1.0
198,1519004.0,39469.0,1.0,15.0,659.429466697599,5.0,3.0,3.0,3.0,1.0
199,990811.0,96902.0,3.0,44.0,1838.8030868644908,15.0,12.0,9.0,7.0,1.0
200,1205461.0,46421.0,1.0,37.0,1284.1342289695779,22.0,1.0,11.0,3.0,0.0
201,1492555.0,108398.0,3.0,53.0,2579.852188471921,26.0,15.0,10.0,2.0,0.0
202,96972.0,108395.0,3.0,53.0,2579.852188471921,26.0,15.0,10.0,2.0,0.0
203,1607917.0,109884.0,3.0,82.0,3353.296021966219,46.0,3.0,27.0,6.0,0.0
204,766528.0,44920.0,1.0,18.0,877.6547918364071,9.0,3.0,2.0,4.0,0.0
205,1784467.0,119643.0,3.0,55.0,2425.1885611454254,26.0,10.0,11.0,8.0,0.0
206,154595.0,142380.0,3.0,94.0,4344.534542478856,49.0,25.0,12.0,8.0,0.0
207,386827.0,142382.0,3.0,94.0,4344.534542478856,49.0,25.0,12.0,8.0,0.0
208,651835.0,142378.0,3.0,94.0,4344.534542478856,49.0,25.0,12.0,8.0,0.0
209,137608.0,142378.0,3.0,94.0,4344.534542478856,49.0,25.0,12.0,8.0,0.0
210,1971223.0,142380.0,3.0,94.0,4344.534542478856,49.0,25.0,12.0,8.0,0.0
211,1322523.0,142379.0,3.0,94.0,4344.534542478856,49.0,25.0,12.0,8.0,0.0
212,196239.0,133132.0,3.0,71.0,3448.6267351550277,29.0,27.0,11.0,4.0,0.0
213,213290.0,133133.0,3.0,71.0,3448.6267351550277,29.0,27.0,11.0,4.0,0.0
214,919935.0,133132.0,3.0,71.0,3448.6267351550277,29.0,27.0,11.0,4.0,0.0
215,973062.0,133132.0,3.0,71.0,3448.6267351550277,29.0,27.0,11.0,4.0,0.0
216,1429549.0,141018.0,3.0,100.0,4638.886812764596,65.0,3.0,22.0,10.0,0.0
217,1197774.0,35707.0,1.0,23.0,978.1512280091534,13.0,2.0,5.0,3.0,0.0
218,2010176.0,35705.0,1.0,23.0,978.1512280091534,13.0,2.0,5.0,3.0,0.0
219,1138286.0,141018.0,3.0,100.0,4638.886812764596,65.0,3.0,22.0,10.0,0.0
220,1426952.0,107604.0,3.0,54.0,2466.4499533777857,26.0,13.0,11.0,4.0,0.0
221,1629590.0,88666.0,3.0,53.0,2445.1731219957487,34.0,7.0,9.0,3.0,0.0
222,1187902.0,88666.0,3.0,53.0,2445.1731219957487,34.0,7.0,9.0,3.0,0.0
223,247384.0,88666.0,3.0,53.0,2445.1731219957487,34.0,7.0,9.0,3.0,0.0
224,1523933.0,88666.0,3.0,53.0,2445.1731219957487,34.0,7.0,9.0,3.0,0.0
225,737536.0,82895.0,3.0,38.0,1500.9883280723782,18.0,10.0,7.0,3.0,0.0
226,205315.0,82891.0,3.0,38.0,1500.9883280723782,18.0,10.0,7.0,3.0,0.0
227,187130.0,82891.0,3.0,38.0,1500.9883280723782,18.0,10.0,7.0,3.0,0.0
228,669571.0,82892.0,3.0,38.0,1500.9883280723782,18.0,10.0,7.0,3.0,0.0
229,1430968.0,64696.0,2.0,33.0,1301.8375839931894,17.0,6.0,6.0,4.0,0.0
230,1627198.0,93510.0,2.0,52.0,2188.27988070017,37.0,2.0,9.0,4.0,0.0
231,1696753.0,121848.0,3.0,65.0,2611.0632354106247,46.0,3.0,12.0,4.0,0.0
232,386585.0,96073.0,3.0,52.0,2386.1926795228856,29.0,10.0,9.0,4.0,0.0
233,1616474.0,93510.0,2.0,52.0,2188.27988070017,37.0,2.0,9.0,4.0,0.0
234,1326863.0,79608.0,2.0,50.0,1952.0344783708592,38.0,0.0,6.0,6.0,0.0
235,2022703.0,95708.0,3.0,61.0,2567.7824422771073,31.0,9.0,15.0,6.0,0.0
236,1456874.0,122090.0,3.0,74.0,2928.8911271557663,55.0,0.0,13.0,6.0,0.0
237,646215.0,48554.0,1.0,31.0,1228.7293739875336,21.0,1.0,6.0,3.0,0.0
238,839308.0,135911.0,3.0,81.0,3520.860378040216,60.0,3.0,11.0,6.0,1.0
239,1991646.0,50069.0,1.0,40.0,1545.614777994474,19.0,5.0,11.0,4.0,1.0
240,897257.0,50069.0,1.0,40.0,1545.614777994474,19.0,5.0,11.0,4.0,1.0
241,376187.0,136251.0,3.0,82.0,3520.860378040216,61.0,3.0,11.0,6.0,1.0
242,880807.0,47181.0,1.0,37.0,1522.303930888644,23.0,1.0,12.0,1.0,0.0
243,767374.0,48554.0,1.0,31.0,1228.7293739875336,21.0,1.0,6.0,3.0,0.0
244,864973.0,48554.0,1.0,31.0,1228.7293739875336,21.0,1.0,6.0,3.0,0.0
245,618704.0,124062.0,3.0,78.0,3464.6853894821065,38.0,18.0,16.0,6.0,0.0
246,1813262.0,48554.0,1.0,31.0,1228.7293739875336,21.0,1.0,6.0,3.0,0.0
247,275317.0,48554.0,1.0,31.0,1228.7293739875336,21.0,1.0,6.0,3.0,0.0
248,1848529.0,124060.0,3.0,78.0,3464.6853894821065,38.0,18.0,16.0,6.0,0.0
249,968967.0,128409.0,3.0,86.0,3759.0953528579576,53.0,3.0,26.0,4.0,0.0
250,119477.0,124064.0,3.0,78.0,3464.6853894821065,38.0,18.0,16.0,6.0,0.0
251,1013602.0,46719.0,1.0,33.0,993.1399359836884,19.0,8.0,4.0,2.0,0.0
252,1298361.0,48554.0,1.0,31.0,1228.7293739875336,21.0,1.0,6.0,3.0,0.0
253,1509021.0,47179.0,1.0,37.0,1522.303930888644,23.0,1.0,12.0,1.0,0.0
254,1227574.0,46719.0,1.0,33.0,993.1399359836884,19.0,8.0,4.0,2.0,0.0
255,1094296.0,46719.0,1.0,33.0,993.1399359836884,19.0,8.0,4.0,2.0,0.0
256,1612579.0,47181.0,1.0,37.0,1522.303930888644,23.0,1.0,12.0,1.0,0.0
257,1612584.0,48554.0,1.0,31.0,1228.7293739875336,21.0,1.0,6.0,3.0,0.0
258,1687983.0,50069.0,1.0,40.0,1545.614777994474,19.0,5.0,11.0,4.0,1.0
259,918404.0,131553.0,3.0,83.0,3338.2696666214247,50.0,3.0,17.0,13.0,0.0
260,1255453.0,50069.0,1.0,40.0,1545.614777994474,19.0,5.0,11.0,4.0,1.0
261,636911.0,50069.0,1.0,40.0,1545.614777994474,19.0,5.0,11.0,4.0,1.0
262,142394.0,47181.0,1.0,37.0,1522.303930888644,23.0,1.0,12.0,1.0,0.0
263,1639202.0,50069.0,1.0,40.0,1545.614777994474,19.0,5.0,11.0,4.0,1.0
264,1707585.0,124062.0,3.0,78.0,3464.6853894821065,38.0,18.0,16.0,6.0,0.0
265,1533011.0,46719.0,1.0,33.0,993.1399359836884,19.0,8.0,4.0,2.0,0.0
266,1996962.0,136253.0,3.0,82.0,3520.860378040216,61.0,3.0,11.0,6.0,1.0
267,1744503.0,136251.0,3.0,82.0,3520.860378040216,61.0,3.0,11.0,6.0,1.0
268,1178625.0,137455.0,3.0,86.0,3172.5504522320443,43.0,20.0,17.0,6.0,0.0
269,821837.0,136249.0,3.0,82.0,3520.860378040216,61.0,3.0,11.0,6.0,1.0
270,1030195.0,46719.0,1.0,33.0,993.1399359836884,19.0,8.0,4.0,2.0,0.0
271,682679.0,134843.0,3.0,82.0,3547.1061247777043,36.0,18.0,18.0,9.0,1.0
272,327024.0,133263.0,3.0,85.0,3636.946998103451,56.0,3.0,19.0,7.0,0.0
273,1086555.0,46719.0,1.0,33.0,993.1399359836884,19.0,8.0,4.0,2.0,0.0
274,146240.0,124064.0,3.0,78.0,3464.6853894821065,38.0,18.0,16.0,6.0,0.0
275,2094648.0,124063.0,3.0,78.0,3464.6853894821065,38.0,18.0,16.0,6.0,0.0
276,1791156.0,47179.0,1.0,37.0,1522.303930888644,23.0,1.0,12.0,1.0,0.0
277,1075494.0,124064.0,3.0,78.0,3464.6853894821065,38.0,18.0,16.0,6.0,0.0
278,643918.0,130842.0,3.0,82.0,3269.2624206250803,49.0,3.0,17.0,13.0,0.0
279,1048798.0,131551.0,3.0,83.0,3338.2696666214247,50.0,3.0,17.0,13.0,0.0
280,1437636.0,47181.0,1.0,37.0,1522.303930888644,23.0,1.0,12.0,1.0,0.0
281,1208151.0,47179.0,1.0,37.0,1522.303930888644,23.0,1.0,12.0,1.0,0.0
282,1649471.0,98654.0,3.0,62.0,2935.464975317334,24.0,22.0,12.0,4.0,0.0
